date,obs_gdp,obs_hours,obs_wages,obs_gdpdeflator,obs_corepce,obs_nominalrate,obs_consumption,obs_investment,obs_BBBspread,obs_longinflation,obs_longrate,obs_tfp,obs_gdi,obs_AAAspread,obs_nominalrate1,obs_nominalrate2,obs_nominalrate3,obs_nominalrate4,obs_nominalrate5,obs_nominalrate6,ex_ante_real_rate,ex_post_real_rate,ex_post_real_rate_core,HLW r* (25Q3),DSGE r* wFG,Delta_Rstar_HLW,Delta_Rstar_DSGE,date,ex_ante_real_rate,actual_MP_stance
6/30/1970,1.87,NaN,2.62,1.81,NaN,1.99,0.58,5.67,NaN,NaN,2.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0.72,,,,,,9/30/1959,,
9/30/1970,1.02,NaN,2.03,1.78,NaN,1.9,0.99,0.7,NaN,NaN,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,0.48,,,,,,12/31/1959,,
12/31/1970,1.04,NaN,2.26,1.17,NaN,1.81,1.75,-0.04,NaN,NaN,2.09,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,2.56,,,,,,3/31/1960,,
3/31/1971,-0.38,NaN,0.97,2.3,NaN,1.63,-0.11,-0.82,NaN,NaN,1.97,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-2.68,,,,,,6/30/1960,,
6/30/1971,0.98,NaN,0.84,1.13,NaN,1.48,1.18,2.83,NaN,NaN,1.98,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1.4,,,,,,9/30/1960,,
9/30/1971,1.84,NaN,1.95,1.67,NaN,1.56,1.15,0.17,NaN,NaN,2.01,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-0.44,,,,,,12/31/1960,,
12/31/1971,0.66,NaN,1.64,1.1,NaN,1.5,1.01,1.6,NaN,NaN,1.96,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,1.6,,,,,,3/31/1961,,
3/31/1972,1.25,NaN,1.97,2.16,NaN,1.26,0.92,0.36,NaN,NaN,1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-3.6,,3.361785423,,,,6/30/1961,,
6/30/1972,0.61,NaN,0.44,1.59,NaN,1.19,0.37,1.28,NaN,NaN,1.89,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,,-1.6,,2.472654314,3.391230718,,,9/30/1961,,
9/30/1972,1.12,NaN,0.92,1.57,NaN,1.21,2.07,0.57,NaN,NaN,1.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0149957,-1.44,,2.57543487,3.581301597,,,12/31/1961,0.929895848,
12/31/1972,1.16,NaN,1.45,1.54,NaN,1.6,0.71,2.02,NaN,NaN,1.95,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.996205065,0.24,,2.743556037,3.911794175,,,3/31/1962,0.939338493,
3/31/1973,1.65,NaN,1.47,3.51,NaN,1.7,0.32,1.26,NaN,NaN,1.99,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.382294022,-7.24,,3.355046994,3.981004917,,,6/30/1962,2.334463921,
6/30/1973,0.5,NaN,0.77,2.43,NaN,2.12,0.82,0.29,NaN,NaN,2.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.883329006,-1.24,,3.045146431,4.312235542,,,9/30/1962,1.856011664,
9/30/1973,1.19,NaN,1.51,2.38,NaN,2.55,0.35,1.21,NaN,NaN,2.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.711928539,0.68,,3.151222355,4.622620977,,,12/31/1962,3.671062141,
12/31/1973,0.84,NaN,1.68,2.32,NaN,2.77,1.67,0.85,NaN,NaN,2.18,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.465647209,1.8,,3.05812611,4.839507135,,,3/31/1963,5.407283036,
3/31/1974,0.87,NaN,0.97,3.16,NaN,2.81,0.42,1.1,NaN,NaN,2.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.296041207,-1.4,,3.036580593,4.94728479,,,6/30/1963,6.249293971,
6/30/1974,0.25,NaN,1.69,3.49,NaN,2.87,1.4,-1.62,NaN,NaN,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.936156073,-2.48,,2.777929719,5.147088477,,,9/30/1963,5.929315344,
9/30/1974,0.63,NaN,0.52,3.38,NaN,2.88,0.14,0.97,NaN,NaN,2.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.921928301,-2,,2.884195285,5.262207199,,,12/31/1963,5.901618948,
12/31/1974,-1.79,NaN,1.26,3.27,NaN,2.67,-0.78,-3.05,NaN,NaN,2.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.858780879,-2.4,,2.094344327,4.910985309,,,3/31/1964,5.858405998,
3/31/1975,-0.88,NaN,0.39,2.77,NaN,2.2,0.29,-1.95,NaN,NaN,2.47,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.233664008,-2.28,,1.993766792,4.563596516,,,6/30/1964,5.185053521,
6/30/1975,0.81,NaN,1.68,2.32,NaN,1.76,1.68,-1.61,NaN,NaN,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.674749986,-2.24,,2.201963018,4.497257117,,,9/30/1964,3.627251557,
9/30/1975,1,NaN,1.16,2.26,NaN,1.6,1.3,-0.36,NaN,NaN,2.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.340736057,-2.64,,2.351315547,4.525293962,,,12/31/1964,2.268193907,
12/31/1975,0.81,NaN,1.28,1.85,NaN,1.65,1.45,1.6,NaN,NaN,2.32,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.815095095,-0.8,,2.418020284,4.655595445,,,3/31/1965,1.748681539,
3/31/1976,1.53,NaN,0.82,2.17,NaN,1.75,1.53,0.12,NaN,NaN,2.36,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.200379367,-1.68,,2.59723854,4.743666964,,,6/30/1965,2.140660695,
6/30/1976,1,NaN,0.67,3.87,NaN,2.14,-0.31,0.43,NaN,NaN,2.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.30213396,-6.92,,2.634956292,4.993405591,,,9/30/1965,2.307938068,
9/30/1976,0.62,NaN,1.13,3.06,NaN,2.34,0.2,-0.36,NaN,NaN,2.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.981630241,-2.88,,2.53836742,5.082615873,,,12/31/1965,3.005194971,
12/31/1976,1.48,NaN,1.26,2.31,NaN,2.3,1.32,2.72,NaN,NaN,2.61,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.095478109,-0.04,,2.755685821,5.250171301,,,3/31/1966,4.073477313,
3/31/1977,0.27,NaN,0.13,2.58,NaN,2.55,0.07,0.87,NaN,NaN,2.58,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.369393536,-0.12,,2.592631613,5.194415221,,,6/30/1966,4.334039288,
6/30/1977,-0.04,NaN,1.25,2.83,NaN,2.34,0.79,-2.07,NaN,NaN,2.56,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.203922647,-1.96,,2.463253516,4.99208763,,,9/30/1966,5.198030649,
9/30/1977,0.19,NaN,0.56,2.14,NaN,2.25,1.2,0.78,NaN,NaN,2.52,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.449412226,0.44,,2.37194233,5.040710566,,,12/31/1966,4.421780504,
12/31/1977,1.1,NaN,0.4,2.4,NaN,2.28,0.6,1.53,NaN,NaN,2.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.381442492,-0.48,,2.489017367,5.042891095,,,3/31/1967,4.350106993,
3/31/1978,0.49,NaN,0.8,2.34,NaN,2.01,-0.43,0,NaN,NaN,2.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.415908084,-1.32,,2.393307169,4.749802215,,,6/30/1967,4.408268711,
6/30/1978,0.93,NaN,0.21,2.29,NaN,1.98,0.61,0.45,NaN,NaN,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.503003805,-1.24,,2.510729373,4.82992281,,,9/30/1967,3.485520087,
9/30/1978,0.23,NaN,0.67,2.23,NaN,2.29,0.52,0.27,NaN,NaN,2.39,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.359604088,0.24,,2.415578603,5.023795545,,,12/31/1967,3.362977847,
12/31/1978,0.95,NaN,0.82,1.92,NaN,2.28,0.9,1.53,NaN,NaN,2.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.633166192,1.44,,2.505372397,5.133443037,,,3/31/1968,4.620587737,
3/31/1979,0.29,NaN,0.94,2.14,NaN,1.92,0.75,-1.62,NaN,NaN,2.43,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.766849369,-0.88,,2.493922872,4.908858984,,,6/30/1968,4.76298041,
6/30/1979,1.12,NaN,0.13,2.36,NaN,2.34,1.43,3.69,NaN,NaN,2.54,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,3.31722471,-0.08,,2.710091542,5.52465942,,,9/30/1968,3.329227051,
9/30/1979,0,NaN,0.69,3.06,NaN,2.76,-0.87,0.35,NaN,NaN,2.65,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.609988729,-1.2,,2.729428917,5.570186439,,,12/31/1968,4.665500964,
12/31/1979,0.75,NaN,0.77,2.48,NaN,3.17,1.31,2.05,NaN,NaN,2.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.975737779,2.76,,2.844864413,6.02092992,,,3/31/1969,6.020625063,
3/31/1980,0.81,NaN,0.66,2.9,NaN,3.18,1.01,2.18,NaN,NaN,3.02,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.751314182,1.12,,3.004453584,6.191654036,,,6/30/1969,7.78535383,
6/30/1980,-0.82,NaN,-0.52,2.82,NaN,3.31,-1.21,-1.7,NaN,NaN,3.08,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.654839379,1.96,,2.724464697,5.991775016,,,9/30/1969,7.700749172,
9/30/1980,-0.35,NaN,0.3,2.29,NaN,3.06,0.87,-0.31,NaN,NaN,3.06,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.157086845,3.08,,2.646787775,5.984362303,,,12/31/1969,8.204320217,
12/31/1980,-0.1,NaN,0.64,2.02,NaN,3.17,0.44,-0.85,NaN,NaN,3.21,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.516092425,4.6,,2.625427871,6.21677937,,,3/31/1970,7.559024003,
3/31/1981,-0.07,NaN,-0.25,2.41,NaN,3.36,-0.05,-0.65,NaN,NaN,3.34,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.122425151,3.8,,2.666566534,6.380208579,,,6/30/1970,8.156940468,
6/30/1981,0.05,NaN,1.03,2.77,NaN,3.88,0.01,-0.13,NaN,NaN,3.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.603502601,4.44,,2.631684746,6.918967034,,,9/30/1970,8.693888107,
9/30/1981,0.08,NaN,0.45,2.9,NaN,4.03,0.08,-1.42,NaN,NaN,3.81,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.4777985,4.52,,2.641913501,6.993789925,,,12/31/1970,10.54615329,
12/31/1981,-0.04,NaN,0.18,2.82,NaN,3.86,0.57,-3.04,NaN,NaN,3.78,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.98981266,4.16,,2.632906898,6.771053773,,,3/31/1971,11.06192864,
3/31/1982,0.25,NaN,-0.12,2.36,NaN,3.58,-0.18,-0.01,NaN,NaN,3.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,10.39350192,4.88,,2.47188968,6.574772884,,,6/30/1971,10.46386189,
6/30/1982,0.15,NaN,-0.27,2.68,NaN,3.6,-0.33,-0.53,NaN,NaN,3.63,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.544262464,3.68,,2.437220938,6.476131834,,,9/30/1971,9.613544142,
9/30/1982,-0.59,NaN,0.2,2.06,NaN,3.34,-0.28,-1.25,NaN,NaN,3.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,9.534993391,5.12,,2.201656286,6.227770923,,,12/31/1971,9.608232567,
12/31/1982,-0.15,NaN,0.02,2.2,NaN,3.15,0.63,-1.49,NaN,NaN,3.42,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.906297195,3.8,,2.114866426,6.042280263,,,3/31/1972,8.957773027,
3/31/1983,0.59,NaN,-0.35,2.15,NaN,2.97,0.1,0.05,NaN,NaN,3.25,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.185876541,3.28,,2.084179151,5.820910356,,,6/30/1972,8.241793404,
6/30/1983,0.64,NaN,0.61,1.76,NaN,2.96,0.3,0.22,NaN,NaN,3.23,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.530627779,4.8,,2.071183234,5.871418166,,,9/30/1972,7.606133149,
9/30/1983,0.19,NaN,0.52,2.24,NaN,3.05,-0.3,0.17,NaN,NaN,3.28,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.738389662,3.24,,2.03522407,5.906452211,,,12/31/1972,7.799576958,
12/31/1983,0.92,NaN,-0.27,2.02,NaN,3.04,0.96,-1.34,NaN,NaN,3.27,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.993110436,4.08,,2.105818654,5.858597271,,,3/31/1973,8.035148555,
3/31/1984,0.73,NaN,0.61,1.66,NaN,2.86,0.73,-0.06,NaN,NaN,3.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.014365195,4.8,,2.040446785,5.69833065,,,6/30/1973,8.073596641,
6/30/1984,-0.52,NaN,-1.1,1.47,NaN,2.71,-0.25,-2.55,NaN,NaN,3.13,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.661199272,4.96,,1.745776622,5.428239028,,,9/30/1973,7.683358421,
9/30/1984,0.81,NaN,0.37,1.61,NaN,2.6,-0.06,1,NaN,NaN,3.05,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,7.097720731,3.96,,1.77101438,5.475799904,,,12/31/1973,7.157857471,
12/31/1984,0.42,NaN,0.69,1.11,NaN,2.53,0.51,1.23,NaN,NaN,2.85,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.760030092,5.68,,1.761124673,5.353924736,,,3/31/1974,6.803298855,
3/31/1985,0.16,5.6,0.43,1.56,NaN,2.47,0.91,-1.64,NaN,NaN,2.74,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.780693891,3.64,,1.742481422,5.177319022,,,6/30/1974,6.810256541,
6/30/1985,0.81,5.52,0.06,1.39,NaN,2.49,0.34,1.35,NaN,NaN,2.71,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.399159616,4.4,,1.826062807,5.195977398,,,9/30/1974,6.439543874,
9/30/1985,0.63,5.38,0.49,1.52,NaN,2.34,0.38,1.3,NaN,NaN,2.67,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.504664092,3.28,,1.578371774,5.074749699,,,12/31/1974,6.551856055,
12/31/1985,0.3,5.18,-0.02,1.49,NaN,2.16,0.12,0.92,NaN,NaN,2.57,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.915924359,2.68,,1.572669634,4.866123697,,,3/31/1975,5.959385389,
3/31/1986,-0.63,4.95,-0.39,1.76,NaN,2.19,-0.84,-2.48,NaN,NaN,2.44,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.198700698,1.72,,1.223961374,4.620883633,,,6/30/1975,5.250600738,
6/30/1986,1.55,4.78,0.22,1.3,NaN,2.01,0.8,1.99,NaN,NaN,2.15,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,5.207552451,2.84,,1.374951917,4.458346181,,,9/30/1975,5.249133316,
9/30/1986,0.18,4.7,0.12,1.14,NaN,1.94,-0.17,0.36,NaN,NaN,2.1,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.824406138,3.2,,1.29831662,4.348094238,,,12/31/1975,4.853170495,
