date,g_sh,b_liqtil_sh,b_liqp_sh,b_safetil_sh,b_safep_sh,mu_sh,z_sh,lambda_f_sh,lambda_w_sh,rm_sh,sigma_omega_sh,mu_e_sh,gamma_sh,pi_star_sh,lr_sh,zp_sh,tfp_sh,gdpdef_sh,corepce_sh,gdp_sh,gdi_sh,BBB_sh,AAA_sh,rm_shl1,rm_shl2,rm_shl3,rm_shl4,rm_shl5,rm_shl6,dettrend,detrendedMean,trend,Hist,Hist Check,r*,1999Q1-2019Q4,-3.20,2021Q1-2024Q3,1.69
3/31/2035,0.001083676,2.94E-16,0.199797129,5.60E-05,-0.592840501,-0.016625035,-1.51E-07,4.26E-15,2.26E-15,1.58E-15,-0.02450815,0,0,2.77E-14,0,-0.001277392,0,0,0,0,0,0,0,-7.85E-16,1.30E-15,5.17E-16,5.52E-17,7.86E-17,-1.47E-15,0.066199162,-0.368115279,,0.682686899,,,,,,
6/30/2035,0.001014144,2.87E-16,0.196982726,4.73E-05,-0.580832005,-0.014190407,-2.28E-07,4.20E-15,2.23E-15,1.58E-15,-0.023607921,0,0,2.74E-14,0,-0.001256209,0,0,0,0,0,0,0,-7.74E-16,1.28E-15,5.11E-16,5.43E-17,7.75E-17,-1.45E-15,0.065485269,-0.356357343,,0.694444835,,,,,,
9/30/2035,0.000949667,2.81E-16,0.194207966,3.99E-05,-0.569066752,-0.01184838,-3.14E-07,4.14E-15,2.19E-15,1.58E-15,-0.02274939,0,0,2.71E-14,0,-0.001233761,0,0,0,0,0,0,0,-7.62E-16,1.27E-15,5.04E-16,5.34E-17,7.64E-17,-1.43E-15,0.064781577,-0.344919442,,0.705882736,,,,,,
12/31/2035,0.000889852,2.75E-16,0.191472293,3.37E-05,-0.557539814,-0.009595316,-4.06E-07,4.08E-15,2.16E-15,1.58E-15,-0.021929908,0,0,2.68E-14,0,-0.001210105,0,0,0,0,0,0,0,-7.51E-16,1.25E-15,4.98E-16,5.26E-17,7.54E-17,-1.42E-15,0.064087935,-0.333791725,,0.717010453,,,,,,
3/31/2036,0.000834337,2.69E-16,0.188775155,2.85E-05,-0.546246365,-0.007427714,-5.00E-07,4.02E-15,2.13E-15,1.58E-15,-0.021147007,0,0,2.65E-14,0,-0.001185327,0,0,0,0,0,0,0,-7.40E-16,1.24E-15,4.92E-16,5.18E-17,7.43E-17,-1.40E-15,0.063404195,-0.32296472,,0.727837458,,,,,,
6/30/2036,0.000782788,2.64E-16,0.186116011,2.41E-05,-0.535181673,-0.005342213,-5.94E-07,3.96E-15,2.09E-15,1.58E-15,-0.020398396,0,0,2.63E-14,0,-0.001159532,0,0,0,0,0,0,0,-7.30E-16,1.22E-15,4.86E-16,5.10E-17,7.33E-17,-1.38E-15,0.062730211,-0.31242932,,0.738372858,,,,,,
9/30/2036,0.000734896,2.58E-16,0.183494323,2.03E-05,-0.524341107,-0.003335585,-6.85E-07,3.90E-15,2.06E-15,1.58E-15,-0.01968195,0,0,2.60E-14,0,-0.001132844,0,0,0,0,0,0,0,-7.19E-16,1.21E-15,4.80E-16,5.02E-17,7.23E-17,-1.36E-15,0.062065839,-0.302176773,,0.748625404,,,,,,
12/31/2036,0.000690378,2.52E-16,0.180909566,1.72E-05,-0.513720126,-0.001404735,-7.71E-07,3.84E-15,2.03E-15,1.58E-15,-0.018995708,0,0,2.57E-14,0,-0.001105393,0,0,0,0,0,0,0,-7.09E-16,1.20E-15,4.74E-16,4.95E-17,7.14E-17,-1.34E-15,0.061410938,-0.292198672,,0.758603506,,,,,,
3/31/2037,0.000648971,2.47E-16,0.178361218,1.45E-05,-0.503314282,0.000453304,-8.52E-07,3.78E-15,1.99E-15,1.58E-15,-0.018337859,0,0,2.54E-14,0,-0.001077315,0,0,0,0,0,0,0,-6.98E-16,1.18E-15,4.68E-16,4.87E-17,7.04E-17,-1.32E-15,0.060765366,-0.282486934,,0.768315244,,,,,,
6/30/2037,0.000610437,2.42E-16,0.175848767,1.23E-05,-0.493119217,0.002241376,-9.26E-07,3.73E-15,1.96E-15,1.57E-15,-0.017706734,0,0,2.52E-14,0,-0.001048747,0,0,0,0,0,0,0,-6.88E-16,1.17E-15,4.62E-16,4.80E-17,6.95E-17,-1.31E-15,0.060128988,-0.273033796,,0.777768382,,,,,,
9/30/2037,0.000574552,2.36E-16,0.173371707,1.04E-05,-0.483130662,0.003962204,-9.92E-07,3.67E-15,1.93E-15,1.57E-15,-0.017100799,0,0,2.49E-14,0,-0.001019823,0,0,0,0,0,0,0,-6.78E-16,1.15E-15,4.56E-16,4.73E-17,6.85E-17,-1.29E-15,0.059501668,-0.26383179,,0.786970388,,,,,,
12/31/2037,0.000541114,2.31E-16,0.17092954,8.75E-06,-0.473344434,0.005618395,-1.05E-06,3.62E-15,1.90E-15,1.56E-15,-0.016518644,0,0,2.46E-14,0,-0.000990674,0,0,0,0,0,0,0,-6.68E-16,1.14E-15,4.50E-16,4.66E-17,6.76E-17,-1.27E-15,0.058883271,-0.254873735,,0.795928443,,,,,,
3/31/2038,0.000509936,2.26E-16,0.168521774,7.39E-06,-0.463756434,0.007212446,-1.10E-06,3.56E-15,1.87E-15,1.56E-15,-0.015958973,0,0,2.44E-14,0,-0.000961424,0,0,0,0,0,0,0,-6.59E-16,1.13E-15,4.44E-16,4.59E-17,6.67E-17,-1.26E-15,0.058273668,-0.24615272,,0.804649458,,,,,,
6/30/2038,0.000480846,2.22E-16,0.166147924,6.24E-06,-0.454362648,0.008746747,-1.14E-06,3.51E-15,1.84E-15,1.56E-15,-0.015420597,0,0,2.41E-14,0,-0.00093219,0,0,0,0,0,0,0,-6.49E-16,1.11E-15,4.39E-16,4.52E-17,6.58E-17,-1.24E-15,0.057672728,-0.237662092,,0.813140086,,,,,,
9/30/2038,0.000453686,2.17E-16,0.163807513,5.27E-06,-0.445159141,0.010223585,-1.18E-06,3.45E-15,1.81E-15,1.55E-15,-0.014902422,0,0,2.39E-14,0,-0.000903078,0,0,0,0,0,0,0,-6.40E-16,1.10E-15,4.33E-16,4.45E-17,6.49E-17,-1.22E-15,0.057080324,-0.229395439,,0.821406739,,,,,,
12/31/2038,0.00042831,2.12E-16,0.16150007,4.45E-06,-0.436142058,0.011645153,-1.21E-06,3.40E-15,1.78E-15,1.55E-15,-0.014403443,0,0,2.36E-14,0,-0.000874188,0,0,0,0,0,0,0,-6.30E-16,1.09E-15,4.28E-16,4.38E-17,6.40E-17,-1.21E-15,0.056496331,-0.221346579,,0.829455599,,,,,,
3/31/2039,0.000404586,2.08E-16,0.159225131,3.76E-06,-0.427307625,0.013013547,-1.23E-06,3.35E-15,1.75E-15,1.54E-15,-0.013922736,0,0,2.34E-14,0,-0.000845609,0,0,0,0,0,0,0,-6.21E-16,1.07E-15,4.22E-16,4.32E-17,6.32E-17,-1.19E-15,0.055920625,-0.213509547,,0.837292631,,,,,,
6/30/2039,0.00038239,2.03E-16,0.156982236,3.18E-06,-0.41865214,0.014330778,-1.24E-06,3.30E-15,1.72E-15,1.53E-15,-0.01345945,0,0,2.31E-14,0,-0.00081742,0,0,0,0,0,0,0,-6.12E-16,1.06E-15,4.17E-16,4.25E-17,6.23E-17,-1.17E-15,0.055353085,-0.205878586,,0.844923592,,,,,,
