date,GDP,CNP16OV,GDPDEF,AWHNONAG,CE16OV,COMPNFB,PCEPILFE,DFF,PCE,FPI,BAA,GS20,GS10,GS30,GDI,AAA,LTGOVTBD
1963-09-30,645.0,122670.0,18.069,,67996.0,8.911,18.825,3.33,385.8,98.9,4.84,4.06,4.03,,644.6,4.29,4.01
1963-12-31,654.8,123189.0,18.216,,68258.0,9.014,18.917,3.45,390.5,102.1,4.84,4.16,4.12,,655.5,4.33,4.1
1964-03-31,671.1,123708.0,18.274,38.4,68614.0,9.007,18.999,3.46,400.1,105.3,4.83,4.19,4.18,,668.6,4.38,4.16
1964-06-30,680.8,124203.0,18.318,38.6,69402.0,9.107,19.058,3.49,408.1,106.1,4.85,4.2,4.2,,680.0,4.41,4.16
1964-09-30,692.8,124739.0,18.392,38.5,69480.0,9.227,19.113,3.46,417.0,107.9,4.82,4.18,4.19,,692.4,4.41,4.14
1964-12-31,698.4,125289.0,18.476,38.6,69710.0,9.295,19.164,3.58,419.6,110.0,4.81,4.18,4.17,,702.2,4.43,4.14
1965-03-31,719.2,125814.0,18.569,38.7,70188.0,9.332,19.235,3.98,430.3,115.0,4.79,4.2,4.2,,721.5,4.42,4.15
1965-06-30,732.4,126325.0,18.652,38.7,70897.0,9.395,19.294,4.08,437.2,118.5,4.82,4.21,4.21,,734.1,4.44,4.14
1965-09-30,750.2,126745.0,18.726,38.6,71369.0,9.494,19.354,4.08,446.4,121.9,4.89,4.25,4.25,,747.3,4.5,4.2
1965-12-31,773.1,127169.0,18.853,38.6,71827.0,9.635,19.418,4.17,460.4,126.2,4.97,4.41,4.47,,768.9,4.61,4.35
1966-03-31,797.3,127511.0,18.975,38.7,72173.0,9.801,19.517,4.56,470.8,130.3,5.17,4.65,4.77,,790.8,4.81,4.56
1966-06-30,807.2,127869.0,19.131,38.6,72594.0,9.957,19.676,4.91,475.9,131.2,5.49,4.69,4.78,,802.6,5.0,4.58
1966-09-30,820.8,128234.0,19.317,38.4,73088.0,10.099,19.84,5.41,485.0,131.3,5.87,4.91,5.14,,816.0,5.32,4.78
1966-12-31,834.9,128617.0,19.481,38.3,73657.0,10.236,20.013,5.56,490.8,129.4,6.14,4.82,5.0,,830.2,5.38,4.7
1967-03-31,846.0,129044.0,19.562,38.0,73572.0,10.375,20.124,4.82,495.1,127.4,5.88,4.56,4.58,,838.5,5.12,4.44
1967-06-30,851.1,129527.0,19.661,37.8,74001.0,10.543,20.258,3.99,504.2,131.2,5.98,4.84,4.82,,847.4,5.26,4.71
1967-09-30,866.6,130166.0,19.849,37.8,74714.0,10.686,20.441,3.89,511.4,133.6,6.33,5.1,5.25,,864.5,5.62,4.93
1967-12-31,883.2,130757.0,20.067,37.8,75216.0,10.831,20.646,4.17,518.9,139.2,6.72,5.54,5.64,,882.8,6.03,5.33
1968-03-31,911.1,131267.0,20.29,37.7,75103.0,11.122,20.879,4.79,536.9,143.9,6.83,5.45,5.61,,906.1,6.13,5.24
1968-06-30,936.3,131712.0,20.504,37.7,75950.0,11.303,21.121,5.98,550.6,144.9,7.02,5.47,5.74,,929.6,6.25,5.3
1968-09-30,952.3,132250.0,20.706,37.7,76101.0,11.488,21.357,5.95,566.7,148.0,6.86,5.27,5.46,,951.0,6.08,5.07
1968-12-31,970.1,132880.0,20.999,37.6,76499.0,11.717,21.606,5.92,575.6,154.8,7.03,5.63,5.77,,970.4,6.24,5.42
1969-03-31,995.4,133476.0,21.217,37.6,77166.0,11.876,21.846,6.57,587.8,160.9,7.38,6.11,6.18,,989.8,6.7,5.88
1969-06-30,1011.4,134020.0,21.488,37.6,77605.0,12.068,22.109,8.33,599.2,163.5,7.59,6.14,6.35,,1009.4,6.89,5.92
1969-09-30,1032.0,134595.0,21.79,37.5,78153.0,12.284,22.366,8.98,609.5,167.4,7.92,6.35,6.86,,1031.2,7.06,6.14
1969-12-31,1040.7,135247.0,22.071,37.5,78575.0,12.522,22.63,8.94,621.5,165.8,8.37,6.71,7.3,,1042.6,7.47,6.53
1970-03-31,1053.5,135950.0,22.382,37.3,78780.0,12.748,22.876,8.56,632.6,166.3,8.76,6.77,7.37,,1049.8,7.89,6.56
1970-06-30,1070.1,136677.0,22.694,37.0,78636.0,12.951,23.135,7.88,642.5,166.4,8.98,7.14,7.71,,1064.4,8.14,6.82
1970-09-30,1088.5,137456.0,22.88,36.9,78616.0,13.164,23.393,6.71,654.5,168.8,9.41,6.96,7.46,,1082.0,8.22,6.65
1970-12-31,1091.5,138260.0,23.182,36.8,78643.0,13.295,23.721,5.57,661.2,170.7,9.28,6.58,6.85,,1086.0,7.91,6.27
1971-03-31,1137.8,139034.0,23.536,36.7,78717.0,13.569,24.022,3.86,680.2,177.2,8.53,6.09,6.02,,1124.5,7.22,5.82
1971-06-30,1159.4,139827.0,23.846,36.8,78961.0,13.768,24.296,4.57,694.3,186.5,8.61,6.23,6.25,,1146.8,7.47,5.88
1971-09-30,1180.3,140603.0,24.088,36.7,79511.0,13.958,24.526,5.48,706.7,191.9,8.7,6.23,6.48,,1168.5,7.56,5.75
1971-12-31,1193.6,141402.0,24.288,36.9,80229.0,14.053,24.666,4.75,722.9,198.7,8.41,5.93,5.89,,1193.2,7.3,5.51
1972-03-31,1233.8,143005.0,24.664,36.9,81213.0,14.43,24.904,3.55,740.1,209.7,8.23,6.04,6.03,,1229.2,7.23,5.65
1972-06-30,1270.1,143759.0,24.815,36.9,81875.0,14.6,25.073,4.3,758.6,214.8,8.22,6.08,6.14,,1252.6,7.28,5.66
1972-09-30,1293.8,144523.0,25.048,36.8,82450.0,14.795,25.262,4.74,777.1,219.4,8.17,6.0,6.29,,1284.9,7.21,5.6
1972-12-31,1332.0,145215.0,25.366,36.9,83002.0,15.073,25.421,5.15,801.9,232.2,7.99,5.92,6.37,,1334.6,7.14,5.61
1973-03-31,1380.7,145964.0,25.661,36.9,83842.0,15.468,25.599,6.54,826.4,243.8,7.97,6.86,6.6,,1374.3,7.22,6.09
1973-06-30,1417.6,146720.0,26.052,36.9,84797.0,15.684,25.949,7.82,842.0,250.0,8.09,6.97,6.81,,1402.9,7.31,6.22
1973-09-30,1436.8,147478.0,26.549,36.9,85330.0,15.956,26.295,10.56,860.5,254.6,8.47,7.38,7.21,,1434.4,7.59,6.59
1973-12-31,1479.1,148226.0,27.077,36.8,86236.0,16.279,26.661,10.0,875.6,255.9,8.44,7.26,6.75,,1478.3,7.65,6.31
1974-03-31,1494.7,148987.0,27.592,36.6,86709.0,16.65,27.119,9.33,893.8,255.8,8.54,7.55,7.05,,1494.7,7.9,6.64
1974-06-30,1534.2,149747.0,28.248,36.5,86834.0,17.086,27.792,11.25,922.3,260.0,9.06,8.08,7.54,,1524.1,8.36,7.05
1974-09-30,1563.4,150498.0,29.067,36.5,87079.0,17.593,28.588,12.1,951.1,265.4,9.81,8.48,7.96,,1560.0,8.99,7.27
1974-12-31,1603.0,151253.0,29.923,36.2,86588.0,18.079,29.287,9.34,960.9,260.9,10.57,8.09,7.67,,1586.8,9.02,6.98
1975-03-31,1619.6,151987.0,30.601,35.9,85357.0,18.626,29.862,6.31,987.1,254.3,10.65,7.86,7.54,,1604.3,8.71,6.67
1975-06-30,1656.4,152708.0,31.059,35.9,85332.0,19.024,30.319,5.42,1015.8,257.2,10.63,8.21,8.05,,1642.1,8.87,6.96
1975-09-30,1713.8,153579.0,31.612,36.0,86136.0,19.359,30.775,6.16,1049.6,266.6,10.58,8.41,8.3,,1705.1,8.91,7.08
1975-12-31,1765.9,154336.0,32.139,36.1,86497.0,19.676,31.276,5.41,1078.5,275.9,10.58,8.29,8.06,,1751.3,8.81,7.22
1976-03-31,1824.5,155075.0,32.473,36.2,87686.0,20.051,31.752,4.83,1112.3,289.9,10.26,8.0,7.75,,1806.3,8.56,6.91
1976-06-30,1856.9,155774.0,32.803,36.1,88591.0,20.429,32.132,5.2,1131.9,299.9,9.9,8.01,7.77,,1836.1,8.53,6.88
1976-09-30,1890.5,156527.0,33.226,36.0,89163.0,20.859,32.634,5.28,1161.3,307.5,9.62,7.9,7.73,,1873.5,8.46,6.78
1976-12-31,1938.4,157222.0,33.815,35.9,89570.0,21.304,33.143,4.87,1195.1,327.1,9.21,7.55,7.19,,1912.6,8.18,6.55
1977-03-31,1992.5,157911.0,34.359,35.8,90359.0,21.705,33.695,4.66,1230.6,345.5,9.11,7.62,7.35,NaN,1961.0,8.03,7.01
1977-06-30,2060.2,158652.0,34.841,36.0,91661.0,22.147,34.211,5.16,1258.5,370.2,9.0,7.68,7.37,7.72,2039.3,8.01,7.1
1977-09-30,2122.4,159430.0,35.27,35.9,92409.0,22.579,34.782,5.82,1289.7,383.3,8.83,7.6,7.36,7.65,2104.1,7.95,6.97
1977-12-31,2168.7,160140.0,36.036,35.9,93639.0,22.97,35.292,6.51,1327.9,398.2,8.94,7.78,7.6,7.85,2162.4,8.1,7.15
1978-03-31,2208.7,160829.0,36.573,35.6,94553.0,23.742,35.854,6.76,1357.8,409.3,9.2,8.19,8.01,8.22,2208.2,8.45,7.58
1978-06-30,2336.6,161525.0,37.242,35.8,95835.0,24.003,36.477,7.28,1415.3,446.3,9.47,8.43,8.32,8.42,2315.3,8.67,7.85
1978-09-30,2398.9,162265.0,37.865,35.8,96397.0,24.368,37.105,8.09,1446.2,467.4,9.5,8.54,8.49,8.53,2369.4,8.75,7.93
1978-12-31,2482.2,163024.0,38.661,35.7,97400.0,24.941,37.771,9.58,1485.4,487.3,9.79,8.78,8.82,8.77,2440.8,9.03,8.19
1979-03-31,2531.6,163756.0,39.352,35.7,98252.0,25.689,38.284,10.07,1521.0,502.0,10.16,9.03,9.11,8.99,2507.7,9.29,8.44
1979-06-30,2595.9,164447.0,40.304,35.5,98371.0,26.254,39.121,10.18,1561.5,511.9,10.39,9.08,9.11,9.06,2554.6,9.39,8.44
1979-09-30,2670.4,165200.0,41.165,35.6,99041.0,26.863,39.841,10.94,1616.0,533.5,10.39,9.03,9.1,9.03,2612.0,9.29,8.48
1979-12-31,2730.7,166055.0,41.986,35.6,99637.0,27.554,40.669,13.58,1659.5,539.3,11.82,10.18,10.45,10.09,2675.2,10.54,9.61
1980-03-31,2796.5,166762.0,42.859,35.4,99862.0,28.339,41.659,15.07,1706.5,544.7,13.48,11.78,11.99,11.69,2732.8,12.14,11.15
1980-06-30,2799.9,167416.0,43.8,35.1,98953.0,29.07,42.589,12.67,1708.9,511.5,13.36,10.58,10.48,10.52,2740.7,11.2,10.02
1980-09-30,2860.0,168111.0,44.808,35.0,98899.0,29.788,43.534,9.82,1767.7,528.9,13.17,10.95,10.95,10.86,2824.4,11.58,10.43
1980-12-31,2993.5,168694.0,46.046,35.3,99499.0,30.618,44.592,15.85,1835.4,560.6,14.67,12.23,12.42,12.12,2976.4,12.83,11.64
1981-03-31,3131.8,169279.0,47.196,35.3,100239.0,31.42,45.582,16.6,1890.7,580.6,15.25,12.74,12.96,12.54,3074.5,13.16,12.01
1981-06-30,3167.3,169837.0,48.081,35.3,100801.0,31.966,46.437,17.79,1921.9,598.1,15.77,13.49,13.75,13.25,3132.5,13.98,12.66
1981-09-30,3261.2,170413.0,48.946,35.1,100482.0,32.66,47.287,17.59,1961.2,608.3,16.48,14.5,14.85,14.14,3233.3,14.92,13.66
1981-12-31,3283.5,170990.0,49.863,35.0,100077.0,33.168,48.122,13.59,1976.2,618.6,16.68,14.14,14.09,13.83,3256.7,14.62,13.23
1982-03-31,3273.8,171497.0,50.561,34.7,99709.0,34.023,48.818,14.21,2014.4,609.8,17.03,14.27,14.29,13.99,3275.5,15.01,13.45
1982-06-30,3331.3,172020.0,51.17,34.8,99745.0,34.32,49.473,14.51,2041.1,597.8,16.78,13.74,13.93,13.51,3328.2,14.51,12.94
1982-09-30,3367.1,172522.0,51.907,34.8,99543.0,34.853,50.264,11.01,2089.2,587.2,16.25,12.94,13.12,12.8,3363.0,13.75,12.2
1982-12-31,3407.8,173046.0,52.483,34.6,99120.0,35.347,50.969,9.28,2150.9,589.1,14.39,10.72,10.67,10.75,3386.3,11.88,10.34
1983-03-31,3480.3,173505.0,52.907,34.7,99143.0,35.739,51.663,8.66,2190.6,600.6,13.83,10.87,10.56,10.71,3451.7,11.84,10.44
1983-06-30,3583.8,173957.0,53.265,34.9,99945.0,36.097,52.064,8.8,2254.5,621.4,13.25,10.81,10.54,10.65,3534.2,11.57,10.35
1983-09-30,3692.3,174449.0,53.823,34.9,101611.0,36.296,52.857,9.46,2324.3,656.5,13.53,11.79,11.63,11.62,3620.0,12.34,11.26
1983-12-31,3796.1,174950.0,54.219,35.1,102588.0,36.689,53.282,9.43,2376.7,694.6,13.61,11.9,11.69,11.74,3730.0,12.41,11.32
1984-03-31,3912.8,175679.0,54.796,35.2,103664.0,37.15,53.817,9.69,2422.8,717.9,13.74,12.09,11.94,12.03,3874.3,12.28,11.54
1984-06-30,4015.0,176125.0,55.257,35.1,105040.0,37.512,54.448,10.55,2481.2,749.6,14.7,13.21,13.2,13.17,3970.0,13.21,12.7
1984-09-30,4087.4,176595.0,55.705,35.1,105363.0,38.044,54.961,11.39,2519.7,767.5,14.71,12.83,12.87,12.68,4046.3,12.99,12.34
1984-12-31,4147.6,177132.0,56.079,35.0,105944.0,38.341,55.356,9.26,2568.9,783.8,13.61,11.78,11.74,11.69,4117.6,12.35,11.37
1985-03-31,4237.0,177522.0,56.724,34.9,106615.0,38.84,56.122,8.48,2643.9,793.6,13.39,11.78,11.58,11.58,4201.8,12.26,11.43
1985-06-30,4302.3,177946.0,57.075,34.9,106791.0,39.207,56.63,7.92,2691.2,805.4,13.02,11.15,10.81,10.99,4258.6,11.63,10.91
1985-09-30,4394.6,178413.0,57.406,34.8,107186.0,39.793,57.22,7.9,2764.7,805.9,12.47,10.74,10.34,10.56,4335.8,11.03,10.59
1985-12-31,4453.1,178941.0,57.738,34.8,108023.0,40.552,57.622,8.1,2790.9,826.4,11.98,10.22,9.76,10.03,4385.6,10.58,10.08
1986-03-31,4516.3,179825.0,58.02,34.9,108735.0,41.15,58.248,7.83,2834.7,833.1,11.02,8.92,8.56,8.76,4451.9,9.57,8.9
1986-06-30,4555.2,180321.0,58.252,34.7,109206.0,41.597,58.634,6.92,2863.0,839.6,10.27,7.67,7.6,7.49,4481.5,9.0,7.95
1986-09-30,4619.6,180836.0,58.487,34.6,109970.0,42.111,59.023,6.21,2929.7,842.8,10.18,7.38,7.31,7.41,4529.5,8.83,7.89
1986-12-31,4669.4,181365.0,58.813,34.6,110492.0,42.669,59.495,6.27,2966.1,854.8,10.09,7.44,7.26,7.53,4590.7,8.68,7.84
1987-03-31,4736.2,182001.0,59.24,34.8,111206.0,42.884,59.866,6.22,2998.3,843.2,9.66,NaN,7.19,7.49,4670.6,8.37,7.64
1987-06-30,4821.5,182527.0,59.637,34.7,112158.0,43.193,60.437,6.65,3068.8,858.1,10.36,NaN,8.34,8.53,4776.5,9.17,8.58
1987-09-30,4900.5,183016.0,60.07,34.8,112867.0,43.644,60.972,6.84,3133.5,875.5,10.91,NaN,8.88,9.07,4883.2,9.76,9.08
1987-12-31,5022.7,183467.0,60.567,34.7,113527.0,44.171,61.601,6.92,3167.6,883.4,11.38,NaN,9.12,9.23,4988.3,10.21,9.24
1988-03-31,5090.6,183967.0,61.043,34.6,114093.0,44.946,62.186,6.67,3249.0,891.6,10.75,NaN,8.42,8.63,5088.3,9.56,8.61
1988-06-30,5207.7,184389.0,61.633,34.6,114623.0,45.475,62.94,7.15,3309.0,914.9,10.98,NaN,8.91,9.06,5197.3,9.81,9.06
1988-09-30,5299.5,184840.0,62.359,34.6,115233.0,46.02,63.665,7.98,3378.3,923.8,11.07,NaN,9.1,9.17,5305.3,9.96,9.2
1988-12-31,5412.7,185253.0,62.859,34.6,115947.0,46.356,64.368,8.47,3451.2,943.6,10.51,NaN,8.96,8.97,5421.6,9.51,9.03
1989-03-31,5527.4,185773.0,63.55,34.6,116835.0,46.53,65.048,9.45,3506.1,957.2,10.64,NaN,9.21,9.04,5517.2,9.69,9.19
1989-06-30,5628.4,186178.0,64.207,34.5,117205.0,46.702,65.628,9.73,3569.5,964.7,10.37,NaN,8.77,8.71,5563.3,9.49,8.84
1989-09-30,5711.6,186602.0,64.672,34.5,117494.0,47.115,66.101,9.08,3625.5,986.7,9.89,NaN,8.11,8.12,5625.0,8.97,8.25
1989-12-31,5763.4,187018.0,65.122,34.4,117774.0,47.774,66.7,8.61,3670.1,979.4,9.81,NaN,7.91,7.93,5668.5,8.89,8.07
1990-03-31,5890.8,188520.0,65.841,34.4,119114.0,48.758,67.451,8.25,3754.5,996.9,10.1,NaN,8.42,8.44,5790.9,9.19,8.6
1990-06-30,5974.7,188916.0,66.52,34.3,118995.0,49.771,68.197,8.24,3800.2,981.1,10.31,NaN,8.68,8.65,5883.9,9.4,8.81
1990-09-30,6029.5,189353.0,67.114,34.2,118712.0,50.47,68.875,8.16,3863.4,978.8,10.42,NaN,8.7,8.8,5930.9,9.4,8.91
1990-12-31,6023.3,189866.0,67.622,34.2,118361.0,50.889,69.446,7.74,3884.4,958.9,10.6,NaN,8.4,8.55,5947.2,9.29,8.61
1991-03-31,6054.9,190272.0,68.296,34.1,117782.0,51.282,70.036,6.43,3890.2,940.1,10.2,NaN,8.02,8.2,5998.7,8.93,8.28
1991-06-30,6143.6,190656.0,68.764,34.0,117729.0,52.234,70.564,5.86,3943.7,944.6,9.92,NaN,8.13,8.32,6055.6,8.91,8.39
1991-09-30,6218.4,191121.0,69.269,34.1,117660.0,52.841,71.196,5.65,3989.7,946.6,9.68,NaN,7.94,8.18,6116.2,8.79,8.21
1991-12-31,6279.3,191651.0,69.643,34.1,117679.0,53.496,71.749,4.82,4017.1,947.6,9.4,NaN,7.35,7.85,6172.2,8.45,7.76
1992-03-31,6380.8,192075.0,69.942,34.1,117958.0,54.835,72.288,4.02,4117.7,956.5,9.2,NaN,7.3,7.8,6307.1,8.28,7.73
1992-06-30,6492.3,192507.0,70.388,34.3,118407.0,55.315,72.797,3.77,4173.4,989.9,9.13,NaN,7.38,7.9,6399.1,8.28,7.8
1992-09-30,6586.5,193024.0,70.723,34.2,118753.0,55.94,73.228,3.26,4245.4,1003.7,8.7,NaN,6.62,7.44,6450.0,7.98,7.22
1992-12-31,6697.6,193616.0,71.201,34.2,118834.0,56.335,73.77,3.03,4326.2,1036.7,8.87,NaN,6.74,7.53,6557.4,8.02,7.33
1993-03-31,6748.2,194106.0,71.606,34.2,119297.0,55.809,74.277,3.04,4368.5,1048.0,8.4,NaN,6.28,7.08,6567.7,7.73,6.9
1993-06-30,6829.6,194555.0,72.041,34.3,119960.0,56.246,74.844,3.0,4437.5,1070.4,8.14,NaN,5.99,6.86,6689.0,7.41,6.62
1993-09-30,6904.2,195068.0,72.475,34.4,120626.0,56.316,75.263,3.06,4506.0,1089.3,7.62,NaN,5.62,6.32,6740.8,6.89,6.15
1993-12-31,7032.8,195621.0,72.853,34.4,121152.0,56.819,75.649,2.99,4572.0,1136.4,7.55,6.28,5.61,6.13,6908.2,6.84,6.14
1994-03-31,7136.3,196085.0,73.206,34.4,121994.0,56.554,75.988,3.21,4640.8,1156.7,7.85,6.65,6.07,6.56,6979.1,7.16,6.53
1994-06-30,7269.8,196522.0,73.571,34.5,122596.0,57.006,76.498,3.94,4702.9,1183.7,8.6,7.48,7.08,7.36,7124.4,7.95,7.41
1994-09-30,7352.3,197050.0,73.969,34.5,123245.0,56.954,76.922,4.49,4773.1,1198.4,8.84,7.72,7.33,7.59,7230.4,8.17,7.66
1994-12-31,7476.7,197601.0,74.376,34.5,124450.0,57.296,77.313,5.17,4847.2,1232.0,9.21,8.09,7.84,7.96,7353.9,8.57,8.05
1995-03-31,7545.3,197882.0,74.803,34.4,124849.0,57.49,77.709,5.8,4883.4,1266.1,8.88,7.76,7.48,7.64,7430.9,8.28,7.71
1995-06-30,7604.9,198296.0,75.132,34.3,124629.0,57.873,78.155,6.02,4955.0,1270.1,8.23,7.02,6.62,6.96,7506.8,7.66,7.0
1995-09-30,7706.5,198807.0,75.489,34.3,124934.0,58.208,78.52,5.8,5020.5,1291.9,8.05,6.77,6.32,6.71,7634.9,7.43,6.75
1995-12-31,7799.5,199352.0,75.861,34.3,125221.0,58.794,78.914,5.72,5077.9,1317.2,7.64,6.3,5.89,6.23,7721.4,6.99,6.28
1996-03-31,7893.1,199776.0,76.272,34.1,125542.0,59.667,79.229,5.37,5153.8,1348.3,7.71,6.38,5.91,6.3,7847.7,7.05,6.36
1996-06-30,8061.5,200279.0,76.562,34.3,126280.0,60.309,79.599,5.24,5244.2,1388.0,8.3,7.1,6.72,6.93,7996.0,7.61,7.07
1996-09-30,8159.0,200850.0,76.778,34.4,127218.0,60.795,79.962,5.31,5298.3,1423.4,8.29,7.09,6.78,6.97,8094.1,7.59,7.07
1996-12-31,8287.1,201457.0,77.168,34.4,127840.0,61.078,80.414,5.28,5376.1,1445.3,7.92,6.71,6.34,6.61,8236.7,7.23,6.68
1997-03-31,8402.1,202396.0,77.647,34.4,128496.0,61.629,80.729,5.28,5456.7,1472.2,8.07,6.91,6.56,6.82,8382.7,7.43,6.89
1997-06-30,8551.9,202835.0,77.857,34.5,129340.0,62.105,81.145,5.52,5495.1,1501.5,8.19,7.02,6.7,6.93,8504.4,7.57,7.0
1997-09-30,8691.8,203367.0,78.135,34.6,129950.0,62.705,81.328,5.53,5603.5,1557.4,7.76,6.59,6.24,6.53,8677.6,7.17,6.58
1997-12-31,8788.3,203935.0,78.395,34.6,130504.0,63.847,81.582,5.51,5687.6,1567.6,7.44,6.22,5.91,6.14,8820.1,6.88,6.2
1998-03-31,8889.7,204395.0,78.523,34.5,130782.0,65.019,81.808,5.52,5745.9,1607.2,7.25,5.95,5.59,5.88,8928.9,6.67,5.94
1998-06-30,8994.7,204905.0,78.687,34.4,131259.0,65.864,82.056,5.5,5857.8,1657.4,7.25,5.94,5.6,5.85,9075.8,6.64,5.92
1998-09-30,9146.5,205483.0,78.981,34.5,131568.0,66.896,82.342,5.53,5952.8,1687.4,7.13,5.61,5.2,5.47,9239.2,6.49,5.58
1998-12-31,9325.7,206098.0,79.228,34.5,132294.0,67.162,82.595,4.86,6055.6,1734.4,7.25,5.38,4.67,5.11,9353.4,6.33,5.32
1999-03-31,9447.1,206876.0,79.624,34.4,132943.0,68.233,82.861,4.73,6129.0,1767.2,7.4,5.66,4.98,5.37,9516.7,6.42,5.6
1999-06-30,9557.0,207432.0,79.891,34.4,133215.0,68.39,83.118,4.75,6253.0,1810.7,7.74,6.09,5.54,5.8,9607.8,6.93,6.04
1999-09-30,9712.3,208044.0,80.18,34.4,133571.0,68.964,83.403,5.1,6357.2,1850.4,8.1,6.4,5.88,6.04,9731.8,7.33,6.34
1999-12-31,9926.1,208660.0,80.547,34.4,134275.0,70.413,83.782,5.3,6488.9,1865.2,8.24,6.61,6.14,6.25,9936.2,7.49,6.55
2000-03-31,10031.0,211586.0,81.163,34.4,136619.0,73.035,84.244,5.68,6642.7,1929.8,8.33,6.59,6.48,6.3,10216.6,7.71,6.54
2000-06-30,10278.3,212242.0,81.623,34.3,136947.0,73.273,84.52,6.27,6737.3,1981.3,8.59,6.34,6.18,5.98,10331.4,7.77,6.29
2000-09-30,10357.4,212919.0,82.152,34.3,136695.0,74.748,84.906,6.52,6845.2,1998.5,8.32,6.1,5.89,5.8,10475.7,7.61,
2000-12-31,10472.3,213560.0,82.593,34.2,137341.0,75.167,85.315,6.47,6944.4,2007.2,8.21,5.89,5.57,5.69,10513.3,7.4,
2001-03-31,10508.1,214101.0,83.112,34.1,137724.0,76.999,85.798,5.6,7020.4,1998.2,7.88,5.59,5.05,5.44,10701.8,7.08,
2001-06-30,10638.4,214736.0,83.699,34.0,137088.0,77.197,86.132,4.33,7072.1,1978.6,8.04,5.84,5.27,5.7,10757.8,7.22,
2001-09-30,10639.5,215422.0,83.973,33.9,136719.0,77.279,86.378,3.5,7103.4,1967.5,7.95,5.62,4.98,5.52,10754.6,7.11,
2001-12-31,10701.3,216112.0,84.227,33.8,136226.0,77.952,86.817,2.13,7216.6,1923.5,7.92,5.48,4.77,5.31,10733.0,6.92,
2002-03-31,10834.4,216664.0,84.497,33.8,136105.0,78.364,87.065,1.73,7251.4,1910.2,7.96,5.74,5.08,5.43,10906.6,6.62,
2002-06-30,10934.8,217204.0,84.812,33.9,136360.0,79.052,87.574,1.75,7344.5,1906.5,8.02,5.77,5.1,NaN,11014.4,6.71,
2002-09-30,11037.1,217868.0,85.19,33.9,136807.0,79.435,88.027,1.74,7433.1,1902.6,7.63,5.19,4.26,NaN,11077.9,6.35,
2002-12-31,11103.8,218543.0,85.651,33.8,136652.0,79.642,88.333,1.44,7507.2,1906.7,7.6,5.02,4.01,NaN,11202.2,6.28,
2003-03-31,11230.1,220109.0,86.179,33.8,137444.0,80.133,88.548,1.25,7593.5,1929.2,7.12,4.9,3.92,NaN,11289.1,6.0,
