DATE,AWHNONAG
1980-04-01,35.1000000000000000
1980-07-01,35.0333333333333333
1980-10-01,35.2666666666666667
1981-01-01,35.3000000000000000
1981-04-01,35.2666666666666667
1981-07-01,35.1333333333333333
1981-10-01,35.0000000000000000
1982-01-01,34.7000000000000000
1982-04-01,34.8000000000000000
1982-07-01,34.7666666666666667
1982-10-01,34.6333333333333333
1983-01-01,34.7000000000000000
1983-04-01,34.8666666666666667
1983-07-01,34.9333333333333333
1983-10-01,35.1333333333333333
1984-01-01,35.1666666666666667
1984-04-01,35.1333333333333333
1984-07-01,35.0666666666666667
1984-10-01,35.0000000000000000
1985-01-01,34.8666666666666667
1985-04-01,34.9000000000000000
1985-07-01,34.8000000000000000
1985-10-01,34.8333333333333333
1986-01-01,34.8333333333333333
1986-04-01,34.6333333333333333
1986-07-01,34.6333333333333333
1986-10-01,34.6333333333333333
1987-01-01,34.7666666666666667
1987-04-01,34.7333333333333333
1987-07-01,34.7333333333333333
1987-10-01,34.7333333333333333
1988-01-01,34.6000000000000000
1988-04-01,34.6000000000000000
1988-07-01,34.5333333333333333
1988-10-01,34.6000000000000000
1989-01-01,34.5666666666666667
1989-04-01,34.4666666666666667
1989-07-01,34.4666666666666667
1989-10-01,34.4333333333333333
1990-01-01,34.4333333333333333
1990-04-01,34.3000000000000000
1990-07-01,34.2333333333333333
1990-10-01,34.1666666666666667
1991-01-01,34.1000000000000000
1991-04-01,34.0666666666666667
1991-07-01,34.1000000000000000
1991-10-01,34.1000000000000000
1992-01-01,34.1000000000000000
1992-04-01,34.2666666666666667
1992-07-01,34.2333333333333333
1992-10-01,34.2000000000000000
1993-01-01,34.2333333333333333
1993-04-01,34.3333333333333333
1993-07-01,34.3666666666666667
1993-10-01,34.4333333333333333
1994-01-01,34.3666666666666667
1994-04-01,34.5000000000000000
1994-07-01,34.5333333333333333
1994-10-01,34.5000000000000000
1995-01-01,34.4333333333333333
1995-04-01,34.2333333333333333
1995-07-01,34.3000000000000000
1995-10-01,34.3000000000000000
1996-01-01,34.1333333333333333
1996-04-01,34.3000000000000000
1996-07-01,34.3666666666666667
1996-10-01,34.4000000000000000
1997-01-01,34.4000000000000000
1997-04-01,34.4666666666666667
1997-07-01,34.5666666666666667
1997-10-01,34.5666666666666667
1998-01-01,34.5000000000000000
1998-04-01,34.4333333333333333
1998-07-01,34.4333333333333333
1998-10-01,34.4666666666666667
1999-01-01,34.4000000000000000
1999-04-01,34.3333333333333333
1999-07-01,34.3666666666666667
1999-10-01,34.4000000000000000
2000-01-01,34.4000000000000000
2000-04-01,34.3333333333333333
2000-07-01,34.2666666666666667
2000-10-01,34.1333333333333333
2001-01-01,34.0666666666666667
2001-04-01,34.0000000000000000
2001-07-01,33.9000000000000000
2001-10-01,33.7666666666666667
2002-01-01,33.8000000000000000
2002-04-01,33.9000000000000000
2002-07-01,33.8666666666666667
2002-10-01,33.8000000000000000
2003-01-01,33.6666666666666667
2003-04-01,33.6333333333333333
2003-07-01,33.6333333333333333
2003-10-01,33.7000000000000000
2004-01-01,33.7333333333333333
2004-04-01,33.7000000000000000
2004-07-01,33.7000000000000000
2004-10-01,33.7666666666666667
2005-01-01,33.7333333333333333
2005-04-01,33.7333333333333333
2005-07-01,33.7333333333333333
2005-10-01,33.8000000000000000
2006-01-01,33.8333333333333333
2006-04-01,33.8333333333333333
2006-07-01,33.8333333333333333
2006-10-01,33.8666666666666667
2007-01-01,33.8000000000000000
2007-04-01,33.8333333333333333
2007-07-01,33.8000000000000000
2007-10-01,33.8000000000000000
2008-01-01,33.7333333333333333
2008-04-01,33.7000000000000000
2008-07-01,33.6333333333333333
2008-10-01,33.4333333333333333
2009-01-01,33.2333333333333333
2009-04-01,33.0333333333333333
2009-07-01,33.1000000000000000
2009-10-01,33.1666666666666667
2010-01-01,33.2333333333333333
2010-04-01,33.3666666666666667
2010-07-01,33.4666666666666667
2010-10-01,33.5333333333333333
2011-01-01,33.4666666666666667
2011-04-01,33.6000000000000000
2011-07-01,33.6000000000000000
2011-10-01,33.6666666666666667
2012-01-01,33.7333333333333333
2012-04-01,33.6666666666666667
2012-07-01,33.6666666666666667
2012-10-01,33.6666666666666667
2013-01-01,33.6666666666666667
2013-04-01,33.6666666666666667
2013-07-01,33.6000000000000000
2013-10-01,33.6000000000000000
2014-01-01,33.5333333333333333
2014-04-01,33.7000000000000000
2014-07-01,33.7000000000000000
2014-10-01,33.7666666666666667
2015-01-01,33.7333333333333333
2015-04-01,33.6000000000000000
2015-07-01,33.7333333333333333
2015-10-01,33.7333333333333333
2016-01-01,33.6333333333333333
2016-04-01,33.6000000000000000
2016-07-01,33.5666666666666667
2016-10-01,33.5666666666666667
2017-01-01,33.5666666666666667
2017-04-01,33.6666666666666667
2017-07-01,33.6333333333333333
2017-10-01,33.7000000000000000
2018-01-01,33.7000000000000000
2018-04-01,33.7333333333333333
2018-07-01,33.7666666666666667
2018-10-01,33.7000000000000000
2019-01-01,33.6666666666666667
2019-04-01,33.6666666666666667
2019-07-01,33.6000000000000000
2019-10-01,33.5666666666666667
2020-01-01,33.5000000000000000
2020-04-01,33.8666666666666667
2020-07-01,34.1333333333333333
2020-10-01,34.2333333333333333
2021-01-01,34.2666666666666667
2021-04-01,34.3666666666666667
2021-07-01,34.2333333333333333
2021-10-01,34.2000000000000000
2022-01-01,34.1000000000000000
2022-04-01,34.1000000000000000
2022-07-01,34.0000000000000000
2022-10-01,33.9000000000000000
2023-01-01,33.9333333333333333
2023-04-01,33.8000000000000000
2023-07-01,33.8000000000000000
2023-10-01,33.7666666666666667
2024-01-01,.
